2theta,Intensity
79.42,292
79.43,282
79.44,283
79.45,324
79.46,309
79.47,314
79.48,306
79.49,308
79.5,302
79.51,321
79.52,309
79.53,335
79.54,304
79.55,360
79.56,305
79.57,320
79.58,353
79.59,312
79.6,318
79.61,355
79.62,310
79.63,307
79.64,339
79.65,314
79.66,331
79.67,343
79.68,333
79.69,385
79.7,340
79.71,310
79.72,331
79.73,369
79.74,371
79.75,351
79.76,394
79.77,365
79.78,402
79.79,387
79.8,400
79.81,426
79.82,408
79.83,413
79.84,424
79.85,406
79.86,464
79.87,419
79.88,441
79.89,463
79.9,457
79.91,441
79.92,444
79.93,454
79.94,420
79.95,385
79.96,408
79.97,390
79.98,417
79.99,384
80,406
